take start: 1649239717597
UserId;Timestamp;Condition;T1Start;T1End;T2Start;T2End;HammerBlowLocation1.x;HammerBlowLocation1.y;HammerBlowLocation1.z;HammerBlowLocation2.x;HammerBlowLocation2.y;HammerBlowLocation2.z;HammerBlowLocation3.x;HammerBlowLocation3.y;HammerBlowLocation3.z;HammerBlowLocation4.x;HammerBlowLocation4.y;HammerBlowLocation4.z;HammerBlowLocation5.x;HammerBlowLocation5.y;HammerBlowLocation5.z;HammerBlowSpeed1;HammerBlowSpeed2;HammerBlowSpeed3;HammerBlowSpeed4;HammerBlowSpeed5
21;1649239717598;Nail_HammerTic;1649239678448;1649239717594;0;0;0,2848097;1,238277;0,4314041;0,2968598;1,238277;0,4314043;0,3248097;1,238277;0,4314042;0,2848098;1,23403;0,4314044;0,2848097;1,238277;0,4314042;0,02336133;0,04000647;0,06268419;0,0974614;0,08876591
