take start: 1684315316521
UserId;Timestamp;Condition;T1Start;T1End;T2Start;T2End;HammerImpactLocation1.x;HammerImpactLocation1.y;HammerImpactLocation1.z;HammerImpactLocation2.x;HammerImpactLocation2.y;HammerImpactLocation2.z;HammerImpactLocation3.x;HammerImpactLocation3.y;HammerImpactLocation3.z;HammerImpactLocation4.x;HammerImpactLocation4.y;HammerImpactLocation4.z;HammerImpactLocation5.x;HammerImpactLocation5.y;HammerImpactLocation5.z;targetPosition1.x;targetPosition1.y;targetPosition1.z;targetPosition2.x;targetPosition2.y;targetPosition2.z;targetPosition3.x;targetPosition3.y;targetPosition3.z;targetPosition4.x;targetPosition4.y;targetPosition4.z;targetPosition5.x;targetPosition5.y;targetPosition5.z;HammerImpactSpeed1;HammerImpactSpeed2;HammerImpactSpeed3;HammerImpactSpeed4;HammerImpactSpeed5;DistanceAfterImpact1;DistanceAfterImpact2;DistanceAfterImpact3;DistanceAfterImpact4;DistanceAfterImpact5
0;1684315316523;Training;0;1684315316499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
